file_name,space_group,value per atom
2654_Cu3Na,Pmmm,0.197974553
1309_Al2Cu,Immm,-0.165615587
1100_WSb,Pm-3m,0.63337997
333_K2P2,Cmcm,-0.420160834
3809_Ni2Sr2,Fd-3m,0.462643456
2965_Ni2P4,Cmcm,-0.010039453
714_Fe2Pd26,Fm-3c,0.484534272
4382_Ba3Ga5,Cmmm,-0.170426158
3175_Fe2Ir,P4/mmm,0.909847448
1489_Ge2P2,Cmcm,0.1221786
4872_K6Ge18,Pmmn,0.067247429
1694_Ba4P8,I4_1/amd,-0.630145293
4134_Sb4Ge2,I4/mcm,0.273400499
211_WSb,P-6m2,0.55219771
2437_Na2Pt2,Fd-3m,-0.013809896
1988_PbGe3,Fm-3m,0.105082694
1820_In2Br4,C2/m,-0.649103873
1206_K2Ge6,Cmcm,0.180561388
1564_Fe4W2,Cmcm,0.298204033
4086_Sn8W4,I4_1/amd,0.498410034
940_BiGe,P4/mmm,0.319791213
47_Na2Pt2,Pmmn,-0.062292735
3082_BaU,Fm-3m,1.685938298
6_Sn17P12,I-43m,0.215061345
763_PbAs3,Immm,0.252812742
1315_P7As,Fm-3m,0.766522191
3089_Sn2W2,Imma,0.613505961
3596_Na2P,I4/mmm,-0.185606249
3544_Ba2Sb,Fmmm,-8.070921585
599_Ag2Na,Immm,-0.012168372
500_CuGe2,I4/mmm,0.18050516
4482_Ba2In4,Fd-3m,-0.435274582
127_Ge4As2,Pnnm,0.268874458
588_Ag4Al4,P1,-0.020514092
4487_Au6K2,Pmmn,-0.190240243
4922_NbAs3,P4/mmm,0.196641717
3054_SrSb,F-43m,-0.338111022
2250_SnP4,Im-3m,0.916173044
1830_SnP3,Im-3m,0.113431214
1635_Mn3V,P4/mmm,-0.053133609
1889_Ca3As,P4mm,-0.419936239
2977_Al2Ba,I4/mmm,0.0014819
4084_Ta2Sb4,Cmcm,0.057805876
1706_CsIr,P-6m2,1.558319505
578_Cu5Ge4,I4/mmm,0.140438818
2058_AcSm,Fm-3m,0.365522725
2177_Ag12Br12,Pbcm,-0.342706719
3620_Ga3K,Pmm2,-0.011062171
3422_BaCa3,I4/mmm,0.034371831
1831_Fe2Ga2,P4/nmm,-0.031681768
3821_InK2,Fm-3m,0.127393739
4453_Au3Sn,Fm-3m,-0.054810581
197_Mn10Sn6,I4/mcm,0.214126777
1491_AsBr5,P4/mmm,0.239346255
2740_InNi,Fm-3m,0.154754881
2882_Mo2Pd26,Fm-3c,0.492453284
3529_Ba3W,Pmmm,1.084234724
1728_Fe3Ir,P4/mmm,-0.042198306
3565_CuK7,Fm-3m,0.2138563
3456_Au8Na4,Pa-3,0.340514572
2597_Al2K2,Cmcm,0.208690818
3451_MoSr,P4/mmm,1.473665417
4006_Ga3As,Imm2,0.093575798
1653_AlNb,P-6m2,-0.191768467
3828_Th6Bi8,I-43d,-0.681368377
1092_AsBr,P4/mmm,0.272083294
3204_Al2Cu,Fmmm,-0.236983002
1226_Ag4Al,I4/m,-0.048402889
1277_PtSb3,P4/mmm,0.206925949
1426_In4Sn2,Cm,0.003060684
1084_Fe3Pb,I4/mmm,0.408185193
831_Ag4Ge12,Pnma,0.248245462
2952_AuP3,Imm2,0.455155678
3421_Al4I2,P4_2/mnm,0.716898358
631_SrW,Pm-3m,1.997242601
2421_Ag4Al2,Pnnm,0.158495397
3360_AgRb,Pm-3m,0.066042994
777_Al2Cu6,Cmcm,-0.161111534
543_Sr4Br8,Pnma,-2.155520285
2459_PbSm,R-3m,-0.698179614
4069_Ba5P,F-43m,0.398596319
1651_GaMn2,P4/mmm,1.015550691
775_MoI,F-43m,1.314072745
3832_CuPb3,Immm,0.177590787
3926_InW,P4/mmm,0.913261732
2118_Ge5P3,Cmmm,0.400180694
4911_NiPd3,Pm-3m,0.00670544
4173_PdP8,I4/mmm,0.435643309
3916_CeIn,P-6m2,-0.270225698
1139_AuIn8,I4/mmm,-0.02046968
1924_AuNp,F-43m,2.149572076
3030_PdP3,Cmmm,0.298335614
3266_GaMn,Fm-3m,0.660356519
2489_RbU,Fm-3m,2.376284508
2590_NaPb4,Im-3m,0.224980428
2571_Ba3V,P4/mmm,0.518558351
2215_Fe4Pb8,Pa-3,0.61402658
1471_CuGe,P4/mmm,0.199446641
2335_Ag5Al,P4/mmm,-0.027156051
3866_FeAs,Pm-3m,0.123337678
746_GaAs2,I4/mmm,0.194271737
2507_AuP2,I4/mmm,-0.067117054
2081_Nb2Pb4,Cmcm,0.532432415
3232_Al5Pt,Amm2,-0.257361298
2006_CrEu,Fm-3m,0.950417664
3900_Eu2Ga4,Imma,-0.724493567
138_Ge2As4,Pnnm,0.119694712
3072_CaSb3,Cmmm,-0.272182787
1951_Ag4Na2,Pnnm,0.016511682
3687_Al2Pt,P4/mmm,-0.600550329
3591_NaBr5,Cmmm,-0.46813101
3902_Ga4P3,I4/mmm,0.02037951
1855_Ag2Ge4,Pnnm,0.297839306
571_Ba2V,I4/mmm,0.664742431
3891_KP2,Fmmm,-0.227865713
4312_CeSm,Fm-3m,0.271435275
64_Ag3Al5,P1,-0.003934008
4476_Ga3K,Cmmm,0.312503
3315_K4Sr8,Pnma,0.095101215
4322_K2Sn6,Pm-3n,0.0649611
4761_Fe4Ga4,Pnma,0.030805024
4158_Sn4W2,Cmcm,0.418614689
1577_Cr4Sn8,Fddd,-0.025865202
3402_TaP,Pm-3m,-0.57585662
4927_Ag3Pb,Imm2,0.097122654
2132_P5As,F-43m,0.783480944
1064_EuU,Fm-3m,1.328250552
185_AgSn,P4/mmm,0.054281179
3587_AuSb3,P4/mmm,0.229328694
680_EuGa3,Fm-3m,-0.439763453
3328_Ag2Ga4,Cmcm,0.034033352
3623_Ga2P,I4/mmm,0.167143406
4145_Nb2As2,Cmcm,-0.464343513
4539_Fe2Na6,P6_3/mmc,0.652129314
4873_Ba4V2,C2/m,0.665428218
2167_Al2P,I4/mmm,0.014067139
3500_RhSr2,I4/mmm,-0.142219409
554_K8As,I4/mmm,-0.051867495
818_Ga3W,P4/mmm,0.257936478
4479_AlMn4,Im-3m,1.008851761
4723_PaGe,F-43m,0.101297285
1186_Ag6Al2,Cmmm,-0.047150245
4887_CsCu,Fm-3m,0.462964267
2770_AcBi3,Pm-3m,-0.604258183
2350_Ga16P8,Fd-3m,0.199549107
3416_CaU,Pm-3m,1.018885675
4467_Ba4Fe2,C2/m,0.968027989
2862_EuSb,P-6m2,-0.933677983
3693_NiSb,R-3m,-0.149666071
1179_As4Br2,I4/mcm,0.440794018
3783_GaSb3,Immm,0.177089801
3290_Cu4Ga5,I4/mmm,0.065452691
1133_Mn2Sn4,I4/mcm,-0.021793821
1025_KPb2,I4/mmm,-0.122422388
1022_SmGe5,Immm,-0.633639957
2589_GeAs2,P4/mmm,0.326659788
3699_Ag10Fe6,I4/mcm,0.506937621
4320_TaSb3,Cmmm,0.479498794
4450_Al3Sb,P4/mmm,0.170681241
3812_AgSn,P4/mmm,0.029929316
3218_Sn3W,Imm2,0.289665372
4901_Rh2Sb4,Fd-3m,0.892479044
3342_KP3,Pmmm,0.015246017
3735_Cs2Fe2,P6_3/mmc,1.637443423
4772_Ba4Ta2,Cmcm,0.900999326
3667_Cu2Ga2,I4_1/amd,-0.014976197
957_BaBr3,P4/mmm,-1.49343907
1430_BaCu,Immm,0.118326569
3428_Fe4Ni,I4/mmm,0.584609385
3886_Pb6V2,Pmmn,0.613132292
2296_AgAl2,I4/mmm,0.007382994
2164_MoSr3,P4/mmm,0.872876171
1558_AuPb,Fm-3m,-0.056122194
234_Ag5In,P4/mmm,0.003814742
3334_Al3Br,Fm-3m,0.312294569
2185_Pb3Sb,Pmmm,0.052771093
4334_CuSb3,P4/mmm,0.287132578
4353_Ba7P,Fm-3m,0.046327332
2621_Ag2Sn4,I4_1/amd,0.013288057
3589_AlSb,Pm-3m,0.216543411
112_VBr3,P4/mmm,-0.261915919
3479_Fe8As4,Pa-3,0.371010553
1300_Al4P2,I4_1/amd,0.004820987
1914_Ba3Cu,P4/mmm,0.048397519
1239_Ba2Sn2,Pmma,-0.611141911
280_K3P,Imm2,0.108988941
1552_Pd4Sn4,Pnma,-0.393417888
2453_Ca2Rh,I4/mmm,-0.325894081
2847_Ba2W2,Imma,1.037203962
4055_Al16As8,Fd-3m,0.165736585
103_Fe2Pt,P4/mmm,0.984338414
3012_Sr3Sb,Immm,-0.505205361
958_Al3In,Cmmm,0.161862585
2844_Mn3Sb,P4/mmm,0.453454496
938_Ca4In,I4/m,-0.081602724
1269_PdSn3,Cmmm,-0.254130137
1307_Fe26Pd2,Fm-3c,0.324560113
4618_PtBi3,Pm-3m,0.11930748
1485_BaCu5,Cmmm,0.256203338
989_Cr5Sr4,I4/mmm,0.862223111
4604_Ba2As4,Cmcm,-0.674886062
4878_EuTh,Fm-3m,1.003845216
3773_Ge2P2,C2/m,0.491938184
3892_BaIn3,C2/m,-0.150242574
1243_Ag2Ge6,Cmcm,0.274117468
3559_Mo2Pb4,Cm,0.454547955
4310_Ca2Mo2,Imma,0.496083574
3337_K2Nb2,Cmcm,1.39842645
122_Na2Pt,P4/mmm,-0.109468763
318_Sb3Ge,Pmmm,0.264523117
3375_Ga2Sr6,Cmcm,0.090425125
4337_Al12As17,I-43m,0.063181592
1865_Al2K2,Cmcm,0.249348188
1875_Al2Sb4,Pnnm,0.033902011
4845_VP4,Im-3m,0.148094991
2606_BaSn5,Cmmm,-0.259117701
480_Ag6Al6,I4mm,-0.021749215
2070_In5Sn,P4/mmm,-0.001567925
1013_Ge2Br2,P4/nmm,-0.353922511
117_Mn2Sn,I4/mmm,0.203863802
2441_AgNa4,I4/m,0.007632624
2458_CuGe2,I4/mmm,0.186128092
4612_IrK,Fm-3m,2.116775692
68_FePb3,Fm-3m,0.788511995
663_Ni2Sn,I4/mmm,-0.129444051
3353_Rb2Sb4,C2/m,-0.491701412
4496_UBr,Fm-3m,-0.398520727
4624_Sn4W2,I4/mcm,0.162719261
1437_GaP,R-3m,0.384591985
3051_Al2Th,P6/mmm,-0.462432503
2976_K16Sn8,Fd-3m,-0.166531118
3722_K2Pt,I4/mmm,0.083981186
2043_BaIr2,Fm-3m,1.750822503
2541_RbV,P-6m2,1.602045834
2390_VBr3,P4/mmm,0.285611698
3016_NaBr,Fm-3m,-1.719276544
166_K4Sn2,Pnnm,0.033912082
3718_Na2Pt2,P4/nmm,0.058509801
662_AgAl2,Immm,0.007657992
2017_Mn6Sn2,I4/mmm,0.206044477
2988_Sr6Br18,Pmmn,-1.576317273
4356_Fe5Sb3,Cmmm,0.326692063
4841_Mo2Sr2,Imma,0.665893807
967_Ga2K,Immm,0.003014999
1056_NiSn,P-6m2,-0.117929685
3782_Ga6Sb2,Cmcm,0.232245561
670_Nb2P4,I4/mcm,-0.673999746
3336_Al8Mn16,Fd-3m,0.127371574
959_GaAs2,I4/mmm,0.193245033
286_Ca3P5,Cmmm,-0.44010605
3994_BaNi3,P4mm,0.388223371
1535_Ba2Pd,Fmmm,-0.3625728
4457_Ca3V,P4/mmm,0.616013541
4027_Na2Sr2,Fd-3m,0.105443626
1101_MoI,F-43m,1.310114104
3245_Ba4W4,Pnma,1.087887181
3344_AgGa3,Pmmm,0.031264288
3364_FeBr3,Imm2,-0.135063355
4044_Sr8Bi12,Pnna,-0.750565932
1622_Fe44Mo2,Fd-3m,0.225193417
4229_MoP3,P4/mmm,-0.000338191
332_FePd2,Fm-3m,0.637573661
4187_Na4Pb2,Cmcm,-0.15317136
728_FeBr3,Fm-3m,0.313040873
2918_V4P4,P2_13,-0.787089531
2798_Pd5Sr,P6/mmm,-0.387852072
3325_Na3Rh,Cmmm,0.312348651
3588_FeSb,R-3m,0.173559015
2557_RbSr,P-6m2,0.120243562
3899_Cu4Pd8,I4_1/amd,-0.081427019
3138_AlNa3,I4/mmm,0.151860594
17_Fe6Sb18,Pmmn,0.154750178
1193_Ag7Al3,Amm2,-0.040059637
3040_AcK,P-6m2,0.27469656
2165_AlSb,Cmmm,0.249509554
3046_Al2Fe2,Pmmn,-0.140025988
1280_Fe17Pd12,I-43m,0.615775796
3668_Ga8Nb4,Pnma,-0.319138099
4289_K32Ge32,P-43n,-0.23142626
990_Ga16Pt4,I-43m,-0.078087185
3638_Cu2Fe2,Imma,0.202098055
1461_Pd2Ge4,Imma,0.101166398
576_CrNa,Cmmm,0.99010285
400_Ga3Na,I4/mmm,-0.013231529
1389_Cu2Ga4,Cmcm,0.034992769
2766_K2Pd,Immm,0.129418522
4603_Cu2In6,Pm-3n,0.206389627
2803_Al4Cr2,P4_2/mnm,0.417679043
3420_Ca3Mn,Fm-3m,0.364024666
3146_Ba2W2,Cmcm,0.822839373
3470_Ba3Pt,Pm-3m,-0.046131968
3823_Ga2Pd2,Imma,-0.576606693
1833_Ga5Br,Cmmm,-0.000648811
946_Al10Ga6,Cmcm,0.095685763
3511_Fe2Sr6,P6_3/mmc,0.545239891
193_Eu8Ge4,Pnma,-0.886598808
4091_Ca2Pd,I4/mmm,-0.498747278
4402_BaP3,Pm-3m,1.723912762
1381_Mo4Pb4,Pnma,0.986165049
4275_Ta2P4,I4/mcm,-0.595741479
4903_Mn3Sr,Pm-3m,0.849529839
3376_PbAs3,Fm-3m,0.391588682
1967_Ag2In4,I4/mcm,-0.036894205
4756_K2Sn2,Pmmn,-0.001449969
97_Ag3Al,P4/mmm,-0.038536866
2514_FePb4,I4/mmm,1.191631646
584_Ba3Fe,P4/mmm,0.912948127
1602_IrPb3,P4/mmm,0.229277585
3480_Ba4Sr16,I-43m,0.19389101
364_Ca2Sn,I4/mmm,-0.453671084
1353_Ni2Sb4,I4/mcm,0.023390965
2162_CrSr2,I4/mmm,0.529847785
1976_Ag2Na4,Pnnm,0.100894395
2280_Mn2Sn,I4/mmm,0.199123813
4782_Sr4Br,Im-3m,-0.237861023
4252_AlCu3,Imm2,-0.164920373
2895_Al4Pd6,Fdd2,-0.773089783
3158_K3P,Pm-3m,-0.032811994
3424_W2Sb6,Pmmn,0.694428266
3465_Pb3Sr,Pm-3m,-0.372066138
1544_Mn2Sb2,P4/nmm,0.253743563
511_AgP,Pm-3m,0.456341929
4951_Pd3Rb,P4/mmm,0.206206169
1188_Ca6P2,Pmmn,-0.603521308
2383_KSn,P4/mmm,-0.066017237
3526_FeGe,Pm-3m,0.001876793
3853_Sn2P4,Pnnm,-0.056001519
1090_Al3K,Fm-3m,0.399770711
2822_AuCu3,Pm-3m,1.091933622
3149_CsSr,P4/mmm,0.189602477
4839_Fe2Sb6,P6_3/mmc,0.116871166
3472_Cu2Fe,Fmmm,0.123166537
2989_AlAs,Fm-3m,-0.207762778
1151_NbBi3,Pm-3m,0.47106291
1071_AsBr2,P4/mmm,0.075332917
995_Cu2Ge4,I4_1/amd,0.193457163
710_K2Ge2,Cmcm,-0.141672465
2144_Al6Cu2,Cmcm,-0.001706082
3131_YbBr,Fm-3m,-1.410692204
3476_Sb2P,I4/mmm,0.329007695
1888_AuGa4,I4/mmm,0.091451307
3642_Ca2Nb2,Cmcm,0.371983016
4258_Al5Ni,Amm2,-0.100712303
4944_PBr3,Fm-3m,0.641789218
283_Fe3Pb,Pm-3m,0.386816875
3110_Ba4Cu,Im-3m,0.176310925
2917_Au16Sn4,I-43m,0.058244499
1749_Au2Ga4,I4_1/amd,-0.079031497
2218_Ag2Ge2,Cmcm,0.188897457
3222_Ca17Nb12,I-43m,0.521741186
1051_W4Sb16,I-43m,0.862907185
805_Ca2Cu2,P4/nmm,0.00826952
1274_Al5Sr,Cmmm,0.017056045
841_Pb2As6,Pmmn,0.06470452
2931_AlMn,Fm-3m,0.425247352
2639_GaNa2,I4/mmm,0.012861512
1248_Pd2Sn2,Pmma,-0.422271521
4994_Ba2Ir2,Cmcm,0.540964504
2851_AcBi,P-6m2,-0.482294144
1263_Ni2P4,I4/mcm,0.023862837
303_Sb3Ge,Immm,0.266021342
4235_Ag3Na5,Cmmm,-0.001218058
194_Al12Pb12,Pbcm,0.257053702
4921_NaP,Cmmm,-0.097336182
3851_P12Br12,Pbcm,0.012713287
3259_Ga2Rh,I4/mmm,-0.478937273
664_Al3Pd,P4/mmm,-0.400224077
3403_BaCa5,P4/mmm,0.020920017
4742_Ge5As,Cmmm,0.328977438
1270_Cu2Sn2,P4/nmm,0.057152105
1203_BaCu5,Amm2,0.161109961
1994_Ga2As,I4/mmm,0.112195441
3188_AuSb3,P4/mmm,0.227695155
74_SmSb,P-6m2,-1.345005036
3775_Cu2I2,P6_3mc,-0.244190443
4530_RhSb,F-43m,-0.137426643
1216_Pb16Sr4,I-43m,-0.082689716
1463_Cr2Na,Immm,1.006453243
3737_CaP5,P4/mmm,0.131137248
4477_Na2Pd,Immm,-0.059035688
78_Ni4Sb2,I4_1/amd,0.177052125
4323_Au4Na2,Fd-3m,-0.360922034
2632_P3Br,Im-3m,0.539850709
2845_Sr2W,Fmmm,-8.57509368
2278_Ag5In,P4/mmm,0.011486242
2015_AlPd,P-6m2,-0.758741464
2465_Au10Ga6,I4/mcm,-0.078748533
551_Ca12P12,Pbcm,-0.942817899
3295_RhSr2,I4/mmm,-0.150217061
315_CrNa,Cmmm,0.986706178
4834_In3V,I4/mmm,0.22762681
829_Fe3Pb,Fm-3m,0.822136515
452_AgAl2,I4/mmm,0.009312722
