formula,space_group,structure,id,formation_energy
InSn5,Cm,"[{'data': {'a': [1.68095558e-10, 6.348387370000001e-10, 1.93775e-13], 'b': [-1.68095558e-10, 6.348387370000001e-10, 1.93775e-13], 'c': [0, 2.1703599900000003e-10, 7.74764098e-10], 'atoms': [{'x': -3.453867622665947e-28, 'y': 1.4864736186267515e-09, 'z': 7.750446200027396e-10, 'element': 'In'}, {'x': 1.9801341669238466e-27, 'y': 4.9496742249288e-10, 'z': 2.5972124263093226e-10, 'element': 'Sn'}, {'x': 5.181891048859732e-27, 'y': 9.922205004858523e-10, 'z': 5.151556254144365e-10, 'element': 'Sn'}, {'x': -4.586529178524406e-27, 'y': 8.367753553921208e-10, 'z': 2.159424040135673e-10, 'element': 'Sn'}, {'x': -2.983061818609638e-27, 'y': 1.3313719339258125e-09, 'z': 4.737208856247763e-10, 'element': 'Sn'}, {'x': -1.2546847990088922e-27, 'y': 5.57259479457899e-10, 'z': 7.318298781440167e-10, 'element': 'Sn'}]}, 'natoms': 6, 'element': {'In': 1, 'Sn': 5}}]",PN_7OK3KACOB6F3RRLJTWVVBYDZFINCNOIS,"{'reference': {'In': 'https://nomad-lab.eu/prod/rae/gui/entry/id/Zqtd881RT5CfgKZ3B6_mTg/jidMzp8f26ns8Jif2fj8Gy8eG6id', 'Sn': 'https://nomad-lab.eu/prod/rae/gui/entry/id/7v_xfwA8SXar--QHXNyP3w/OAw0poj5HN3ZrB-djDMlDbA7-aNL'}, 'value_per_atom': 0.00035555629739469907, 'value': 0.0021333377843681944}"
Ga2Sr,P6/mmm,"[{'data': {'a': [4.35579e-10, -3.7e-15, 0], 'b': [-2.177927e-10, 3.772205e-10, 0], 'c': [0, 0, 4.749949e-10], 'atoms': [{'x': 2.1779203538233e-10, 'y': 1.25760018739526e-10, 'z': 2.37496979755049e-10, 'element': 'Ga'}, {'x': 1.6025837309994676e-14, 'y': 2.5149299406602203e-10, 'z': 2.37496979755049e-10, 'element': 'Ga'}, {'x': 9.99645325e-16, 'y': 9.99620931e-16, 'z': 0, 'element': 'Sr'}]}, 'natoms': 3, 'element': {'Ga': 2, 'Sr': 1}}]",PN_ZDKNO2QVSUX4H46TI7XIY2SR75JR6I4L,"{'reference': {'Ga': 'https://nomad-lab.eu/prod/rae/gui/entry/id/0-sUPGbCT4WTrNYF4-xkZQ/2ERN7ZvJrgUF_ixLeiC-2pn_xLJl', 'Sr': 'https://nomad-lab.eu/prod/rae/gui/entry/id/0-sUPGbCT4WTrNYF4-xkZQ/4Bi2SFZznBU08VPsCfdn5zucFJds'}, 'value_per_atom': -0.533854310311091, 'value': -1.601562930933273}"
Pd2Ta2,P4/nmm,"[{'data': {'a': [0, -2.3350759e-10, -2.3350759e-10], 'b': [3.32269573e-10, 0, 0], 'c': [0, -4.3163275600000005e-10, 4.3163275600000005e-10], 'atoms': [{'x': 0, 'y': -3.0659176801609206e-12, 'z': 3.0659176801609206e-12, 'element': 'Pd'}, {'x': 1.661347865e-10, 'y': -4.3741244431983914e-10, 'z': 2.0390485431983912e-10, 'element': 'Pd'}, {'x': 0, 'y': -2.2353121786029676e-10, 'z': 2.2353121786029676e-10, 'element': 'Ta'}, {'x': 1.661347865e-10, 'y': -2.169471441397033e-10, 'z': -1.656044586029672e-11, 'element': 'Ta'}]}, 'natoms': 4, 'element': {'Pd': 2, 'Ta': 2}}]",PN_2THSMK54QTI4S5CDHJ5HHAJ2UZJXQI7E,"{'reference': {'Pd': 'https://nomad-lab.eu/prod/rae/gui/entry/id/eWp7nSoCThCvuNshTV7OvQ/B_YsxQ9yjPSLQPBbgi6ptP2Q1A64', 'Ta': 'https://nomad-lab.eu/prod/rae/gui/entry/id/HFcfn7V1T0qqPvWety_q2w/Jno4RsivxTTSMHe4wn8p4qW8Ef6G'}, 'value_per_atom': -0.3572595305178883, 'value': -1.4290381220715531}"
CuNb,P4/mmm,"[{'data': {'a': [1.9576020000000002e-10, 1.9576020000000002e-10, 0], 'b': [0, 3.915203e-10, 0], 'c': [0, 0, 3.918395e-10], 'atoms': [{'x': 0, 'y': 0, 'z': 0, 'element': 'Cu'}, {'x': 1.9576020000000002e-10, 'y': 3.91520201222286e-10, 'z': 1.9592000469567503e-10, 'element': 'Nb'}]}, 'natoms': 2, 'element': {'Cu': 1, 'Nb': 1}}]",PN_FTY5KDGIVVULUT4335IVJ6S7LBZZWZ3D,"{'reference': {'Cu': 'https://nomad-lab.eu/prod/rae/gui/entry/id/mAAfBZKmTQWDVL1ZPRsrVQ/RJxSjMDRsm3WyoHrN444BNogn6Zv', 'Nb': 'https://nomad-lab.eu/prod/rae/gui/entry/id/VshkgA9fRVaBUM1A99_pTA/SkZzn86pJBf-CXtzQK5HKiPlxmMz'}, 'value_per_atom': 0.21193338329709643, 'value': 0.42386676659419287}"
Ac4I6,R-3c,"[{'data': {'a': [-7.501433e-10, 0, 0], 'b': [3.750716e-10, -6.496431000000001e-10, 0], 'c': [-3.750716e-10, 2.165478e-10, 8.939558999999999e-10], 'atoms': [{'x': -7.50143619461083e-10, 'y': -1.8652409401702863e-16, 'z': 8.878668981783299e-10, 'element': 'Ac'}, {'x': -3.310625696958255e-17, 'y': -4.330949705544241e-10, 'z': 6.089001821669999e-12, 'element': 'Ac'}, {'x': -1.6893675994338155e-17, 'y': -4.330949392404931e-10, 'z': 4.4088901075524294e-10, 'element': 'Ac'}, {'x': -7.50142986799686e-10, 'y': 3.119184297895916e-17, 'z': 4.53067005459024e-10, 'element': 'Ac'}, {'x': -2.47529997700757e-10, 'y': -4.36198194017702e-12, 'z': 2.2348900181867697e-10, 'element': 'I'}, {'x': -6.226010110713291e-10, 'y': -2.1218596689564307e-10, 'z': 2.2348900181867697e-10, 'element': 'I'}, {'x': -2.5508402248864895e-10, 'y': -4.3309495273198207e-10, 'z': 2.2348900181867697e-10, 'element': 'I'}, {'x': -4.95058981204713e-10, 'y': 4.901428495093599e-17, 'z': 6.704670054560309e-10, 'element': 'I'}, {'x': -1.27541992622033e-10, 'y': -2.209089368220541e-10, 'z': 6.704670054560309e-10, 'element': 'I'}, {'x': -5.026140149354199e-10, 'y': -4.2873392006241617e-10, 'z': 6.704670143955899e-10, 'element': 'I'}]}, 'natoms': 10, 'element': {'Ac': 4, 'I': 6}}]",PN_7XT7P7PRRN2XYU7E6EMXOYTLRZYI4XZH,"{'reference': {'Ac': 'https://nomad-lab.eu/prod/rae/gui/entry/id/hXjxFrSARi6vr8ZsckYj7Q/iWBIRb7QiLZT3UTReI3nDZH2uLUu', 'I': 'https://nomad-lab.eu/prod/rae/gui/entry/id/0-sUPGbCT4WTrNYF4-xkZQ/UuwV3j-OlSP2VAyed1nJ8kM9NeTZ'}, 'value_per_atom': -1.1456698935126979, 'value': -11.45669893512698}"
Fe6Sb18,Pmmn,"[{'data': {'a': [7.73468134e-10, 0, 0], 'b': [0, 9.292774830000001e-10, 0], 'c': [0, 0, 8.525823360000001e-10], 'atoms': [{'x': 5.30332610539705e-10, 'y': 2.3231937075000002e-10, 'z': 6.394367520000001e-10, 'element': 'Fe'}, {'x': 5.223870353782885e-10, 'y': 2.3231937075000002e-10, 'z': 3.8074970667263425e-10, 'element': 'Fe'}, {'x': 5.223870353782885e-10, 'y': 2.3231937075000002e-10, 'z': 4.5541461327365764e-11, 'element': 'Fe'}, {'x': 2.431355234602951e-10, 'y': 6.9695811225e-10, 'z': 2.1314558400000002e-10, 'element': 'Fe'}, {'x': 2.510810986217115e-10, 'y': 6.9695811225e-10, 'z': 8.070408746726343e-10, 'element': 'Fe'}, {'x': 2.510810986217115e-10, 'y': 6.9695811225e-10, 'z': 4.718326293273658e-10, 'element': 'Fe'}, {'x': 1.4143286370323031e-10, 'y': 9.040097405718927e-10, 'z': 3.7029807033207744e-10, 'element': 'Sb'}, {'x': 1.4143286370323031e-10, 'y': 9.040097405718927e-10, 'z': 5.599309766792256e-11, 'element': 'Sb'}, {'x': 3.4957956608282385e-10, 'y': 8.689009867699145e-10, 'z': 6.394367520000001e-10, 'element': 'Sb'}, {'x': 4.2388856791717613e-10, 'y': 6.037649623008553e-11, 'z': 2.1314558400000002e-10, 'element': 'Sb'}, {'x': 6.320352702967697e-10, 'y': 2.5267742428107425e-11, 'z': 7.965892383320775e-10, 'element': 'Sb'}, {'x': 6.320352702967697e-10, 'y': 2.5267742428107425e-11, 'z': 4.822842656679226e-10, 'element': 'Sb'}, {'x': 7.183061347211028e-10, 'y': 2.3231937075000002e-10, 'z': 2.1314558400000002e-10, 'element': 'Sb'}, {'x': 2.8829518752393105e-10, 'y': 2.3231937075000002e-10, 'z': 7.961445399114432e-10, 'element': 'Sb'}, {'x': 2.8829518752393105e-10, 'y': 2.3231937075000002e-10, 'z': 4.827289640885569e-10, 'element': 'Sb'}, {'x': 1.4143286370323031e-10, 'y': 4.899064839281075e-10, 'z': 3.7029807033207744e-10, 'element': 'Sb'}, {'x': 1.4143286370323031e-10, 'y': 4.899064839281075e-10, 'z': 5.599309766792256e-11, 'element': 'Sb'}, {'x': 3.4957956608282385e-10, 'y': 5.250152377300856e-10, 'z': 6.394367520000001e-10, 'element': 'Sb'}, {'x': 4.2388856791717613e-10, 'y': 4.0426224526991454e-10, 'z': 2.1314558400000002e-10, 'element': 'Sb'}, {'x': 6.320352702967697e-10, 'y': 4.393709990718926e-10, 'z': 7.965892383320775e-10, 'element': 'Sb'}, {'x': 6.320352702967697e-10, 'y': 4.393709990718926e-10, 'z': 4.822842656679226e-10, 'element': 'Sb'}, {'x': 5.516199927889717e-11, 'y': 6.9695811225e-10, 'z': 6.394367520000001e-10, 'element': 'Sb'}, {'x': 4.85172946476069e-10, 'y': 6.9695811225e-10, 'z': 3.6985337191144326e-10, 'element': 'Sb'}, {'x': 4.85172946476069e-10, 'y': 6.9695811225e-10, 'z': 5.64377960885568e-11, 'element': 'Sb'}]}, 'natoms': 24, 'element': {'Fe': 6, 'Sb': 18}}]",PN_GXXBTPYXX26PR5KZKA4XWFI7R2ZZWR6P,"{'reference': {'Fe': 'https://nomad-lab.eu/prod/rae/gui/entry/id/287sI9_oSguef6cQl5_HXg/uv45-FAwcp05wlvr2QydJ3AkRZeu', 'Sb': 'https://nomad-lab.eu/prod/rae/gui/entry/id/WMu7V8unTIq_ZADrznasag/e0MYdRBQr9wEXHzKsLol9DZ8gMvs'}, 'value_per_atom': 0.1547501784091292, 'value': 3.7140042818191006}"
InSn5,Cm,"[{'data': {'a': [1.67985952e-10, 6.34266267e-10, 2.77634e-13], 'b': [-1.67985952e-10, 6.34266267e-10, 2.77634e-13], 'c': [0, 2.1694270800000001e-10, 7.74404808e-10], 'atoms': [{'x': -1.080775882555959e-31, 'y': -1.9760898265440003e-13, 'z': -8.121094098063999e-14, 'element': 'In'}, {'x': 2.0460637176453834e-27, 'y': 4.945746400767471e-10, 'z': 2.5962321718689057e-10, 'element': 'Sn'}, {'x': 3.1377690241933105e-27, 'y': 9.913026995248736e-10, 'z': 5.151093335244992e-10, 'element': 'Sn'}, {'x': 9.319575632007012e-28, 'y': 8.360226150301321e-10, 'z': 2.1593649594372623e-10, 'element': 'Sn'}, {'x': 1.6367391713179778e-27, 'y': 1.3302569188367279e-09, 'z': 4.736294729742515e-10, 'element': 'Sn'}, {'x': 1.981560169009928e-27, 'y': 5.568872517320169e-10, 'z': 7.315029118057943e-10, 'element': 'Sn'}]}, 'natoms': 6, 'element': {'In': 1, 'Sn': 5}}]",PN_HHZIQY6L4TQ2ACVIENG2OQA44XOCYAPS,"{'reference': {'In': 'https://nomad-lab.eu/prod/rae/gui/entry/id/Zqtd881RT5CfgKZ3B6_mTg/jidMzp8f26ns8Jif2fj8Gy8eG6id', 'Sn': 'https://nomad-lab.eu/prod/rae/gui/entry/id/7v_xfwA8SXar--QHXNyP3w/OAw0poj5HN3ZrB-djDMlDbA7-aNL'}, 'value_per_atom': -0.0004405329807042335, 'value': -0.002643197884225401}"
In4Sn2,C2/m,"[{'data': {'a': [1.6997631900000002e-10, 6.280478030000001e-10, 5.07719e-13], 'b': [-1.6997631900000002e-10, 6.280478030000001e-10, 5.07719e-13], 'c': [0, 2.15085815e-10, 7.729389040000001e-10], 'atoms': [{'x': -9.699442747706705e-32, 'y': -7.242329312116e-14, 'z': -2.1283167008074003e-13, 'element': 'In'}, {'x': 2.1226909912741316e-27, 'y': 4.901852966038262e-10, 'z': 2.5806415023348203e-10, 'element': 'In'}, {'x': -4.6966424214079024e-27, 'y': 8.275685583021652e-10, 'z': 2.1524642613556053e-10, 'element': 'In'}, {'x': -5.38197289133845e-27, 'y': 1.3178262656381566e-09, 'z': 4.735234080289689e-10, 'element': 'In'}, {'x': -3.8891473655256384e-27, 'y': 9.810963408547769e-10, 'z': 5.160212564543789e-10, 'element': 'Sn'}, {'x': 2.459192588233122e-27, 'y': 5.517433164902584e-10, 'z': 7.302282239045093e-10, 'element': 'Sn'}]}, 'natoms': 6, 'element': {'In': 4, 'Sn': 2}}]",PN_OMUYHQMIFAJICMZQFDJ65YPDNHSFQRK3,"{'reference': {'In': 'https://nomad-lab.eu/prod/rae/gui/entry/id/Zqtd881RT5CfgKZ3B6_mTg/jidMzp8f26ns8Jif2fj8Gy8eG6id', 'Sn': 'https://nomad-lab.eu/prod/rae/gui/entry/id/7v_xfwA8SXar--QHXNyP3w/OAw0poj5HN3ZrB-djDMlDbA7-aNL'}, 'value_per_atom': 0.005837277427945746, 'value': 0.03502366456767447}"
Sr6Br4,R-3c,"[{'data': {'a': [-7.710824e-10, 0, 0], 'b': [3.855413e-10, -6.677771e-10, 0], 'c': [-3.855413e-10, 2.2259240000000002e-10, 7.459649e-10], 'atoms': [{'x': 3.519665802006227e-17, 'y': -4.4518498232340906e-10, 'z': 7.013002516125e-12, 'element': 'Br'}, {'x': 1.4683100979156902e-17, 'y': -4.4518496405758904e-10, 'z': 3.65968992445286e-10, 'element': 'Br'}, {'x': -7.710830007057849e-10, 'y': 1.9206034005766456e-17, 'z': 3.7999698920381903e-10, 'element': 'Br'}, {'x': -7.71082011101308e-10, 'y': 3.3019961968295164e-17, 'z': 7.38951979540014e-10, 'element': 'Br'}, {'x': -2.6681696443987505e-10, 'y': -4.4518497652934e-10, 'z': 1.8649199334384701e-10, 'element': 'Sr'}, {'x': -2.52133003116246e-10, 'y': -8.477991787591002e-12, 'z': 1.8649199334384701e-10, 'element': 'Sr'}, {'x': -6.37673975696127e-10, 'y': -2.14113986483088e-10, 'z': 1.8649199334384701e-10, 'element': 'Sr'}, {'x': -1.3340900647114397e-10, 'y': -2.3107096504623804e-10, 'z': 5.59473988305258e-10, 'element': 'Sr'}, {'x': -5.189499790510251e-10, 'y': -4.36706959741735e-10, 'z': 5.59473988305258e-10, 'element': 'Sr'}, {'x': -5.042640129131559e-10, 'y': 2.500001400584603e-17, 'z': 5.59473988305258e-10, 'element': 'Sr'}]}, 'natoms': 10, 'element': {'Br': 4, 'Sr': 6}}]",PN_EHHLOG6BPIOJ4UZDYH2Y6UH5UHHWTTEC,"{'reference': {'Br': 'https://nomad-lab.eu/prod/rae/gui/entry/id/0-sUPGbCT4WTrNYF4-xkZQ/Wx_P4OGpuK3MVetL1U6qELSTUSzI', 'Sr': 'https://nomad-lab.eu/prod/rae/gui/entry/id/0-sUPGbCT4WTrNYF4-xkZQ/4Bi2SFZznBU08VPsCfdn5zucFJds'}, 'value_per_atom': -1.1928946056775946, 'value': -11.928946056775946}"
In2Sn4,C2/m,"[{'data': {'a': [1.66279227e-10, 6.345651780000001e-10, 5.003736e-12], 'b': [-1.66279227e-10, 6.345651780000001e-10, 5.003736e-12], 'c': [0, 2.2290346900000003e-10, 7.82299071e-10], 'atoms': [{'x': 1.1907141604671824e-26, 'y': 1.2684926731121774e-09, 'z': 9.99374844861306e-12, 'element': 'In'}, {'x': -1.2307937412807025e-27, 'y': 8.381349742507967e-10, 'z': 2.2343470011204324e-10, 'element': 'In'}, {'x': -1.1498623875466567e-27, 'y': 4.979196703214623e-10, 'z': 2.6767142213953505e-10, 'element': 'Sn'}, {'x': -1.5133576468574468e-27, 'y': 9.968694732015358e-10, 'z': 5.265928320361658e-10, 'element': 'Sn'}, {'x': -7.349915608924887e-28, 'y': 1.3326616431614385e-09, 'z': 4.891346875244905e-10, 'element': 'Sn'}, {'x': 2.5958589343241294e-27, 'y': 5.624810900415119e-10, 'z': 7.380486254211213e-10, 'element': 'Sn'}]}, 'natoms': 6, 'element': {'In': 2, 'Sn': 4}}]",PN_BHUM6MV7PNVOPGJJTQQJPVOHU2LXXZ76,"{'reference': {'In': 'https://nomad-lab.eu/prod/rae/gui/entry/id/Zqtd881RT5CfgKZ3B6_mTg/jidMzp8f26ns8Jif2fj8Gy8eG6id', 'Sn': 'https://nomad-lab.eu/prod/rae/gui/entry/id/7v_xfwA8SXar--QHXNyP3w/OAw0poj5HN3ZrB-djDMlDbA7-aNL'}, 'value_per_atom': 0.001088492275230853, 'value': 0.0065309536513851185}"
RhGe3,Imm2,"[{'data': {'a': [-1.54647975e-10, 2.82672155e-10, 3.97094694e-10], 'b': [1.54647975e-10, -2.82672155e-10, 3.97094694e-10], 'c': [1.54647975e-10, 2.82672155e-10, -3.97094694e-10], 'atoms': [{'x': -2.357197026973988e-27, 'y': 9.48920248137421e-12, 'z': 7.492909392794121e-10, 'element': 'Ge'}, {'x': 1.546479749687292e-18, 'y': 9.489199654652642e-12, 'z': 4.4199313874964094e-10, 'element': 'Ge'}, {'x': 1.54647975e-10, 'y': -6.09966484112852e-11, 'z': 1.98547347e-10, 'element': 'Ge'}, {'x': 2.904104667767333e-27, 'y': 1.362422969996845e-10, 'z': 1.9854734699999998e-10, 'element': 'Rh'}]}, 'natoms': 4, 'element': {'Rh': 1, 'Ge': 3}}]",PN_HCRIS4VB2MV62YFZYVEDWOOGDZQLNK25,"{'reference': {'Rh': 'https://nomad-lab.eu/prod/rae/gui/entry/id/7IQEcowSTDaJcMTtCigTSQ/7pAP54pzEP8-EwENC3ty75erNef2', 'Ge': 'https://nomad-lab.eu/prod/rae/gui/entry/id/ANn_TqXdRYm4bpJCvHC9sg/2eVSxv5n6du3VVsS6uZHLFviKxDn'}, 'value_per_atom': -0.0905160589754983, 'value': -0.3620642359019932}"
CuEu,Pm-3m,"[{'data': {'a': [2.49709907e-10, 2.49709907e-10, 0], 'b': [1e-18, 4.99419914e-10, 0], 'c': [0, 0, 3.6138912e-10], 'atoms': [{'x': 0, 'y': 0, 'z': 0, 'element': 'Cu'}, {'x': 5e-19, 'y': 2.49709957e-10, 'z': 1.8069456e-10, 'element': 'Eu'}]}, 'natoms': 2, 'element': {'Eu': 1, 'Cu': 1}}]",PN_HDASQCPBCGTE57FPWBFK2F5T4Z4UNLBN,"{'reference': {'Eu': 'https://nomad-lab.eu/prod/rae/gui/entry/id/0-sUPGbCT4WTrNYF4-xkZQ/xnzHUScqwfp6EIa2HqvVVs-k4kJM', 'Cu': 'https://nomad-lab.eu/prod/rae/gui/entry/id/mAAfBZKmTQWDVL1ZPRsrVQ/RJxSjMDRsm3WyoHrN444BNogn6Zv'}, 'value_per_atom': -0.15980741365439277, 'value': -0.31961482730878554}"
Cu2Ga2,Pmma,"[{'data': {'a': [2.69995292e-10, 0, 0], 'b': [0, 4.4844794600000003e-10, 0], 'c': [0, 0, 4.583458270000001e-10], 'atoms': [{'x': 0, 'y': 0, 'z': 1.7469942865270404e-12, 'element': 'Cu'}, {'x': 0, 'y': 2.2422397300000001e-10, 'z': 1.5103494651898691e-10, 'element': 'Cu'}, {'x': 1.34997646e-10, 'y': 0, 'z': 2.2494033271094334e-10, 'element': 'Ga'}, {'x': 1.34997646e-10, 'y': 2.2422397300000001e-10, 'z': 3.8618743509457067e-10, 'element': 'Ga'}]}, 'natoms': 4, 'element': {'Cu': 2, 'Ga': 2}}]",PN_KHNXASAIZ6GQOSR2M4TPWF6E3CGEJLDI,"{'reference': {'Cu': 'https://nomad-lab.eu/prod/rae/gui/entry/id/CPX8DdIcSHGs-SRkG5ebRQ/uVTSZjDVQgSURDhx2j8aTT9Zvd6S', 'Ga': 'https://nomad-lab.eu/prod/rae/gui/entry/id/7v_xfwA8SXar--QHXNyP3w/vRXRCHTc1BwC0KVL2zTyDtxvDQO7'}, 'value_per_atom': -0.04615037591968729, 'value': -0.18460150367874917}"
Fe4Na8,Pa-3,"[{'data': {'a': [7.44474025e-10, 0, 0], 'b': [0, 7.44474025e-10, 0], 'c': [0, 0, 7.44474025e-10], 'atoms': [{'x': 0, 'y': 0, 'z': 0, 'element': 'Fe'}, {'x': 3.722370125e-10, 'y': 3.722370125e-10, 'z': 0, 'element': 'Fe'}, {'x': 3.722370125e-10, 'y': 0, 'z': 3.722370125e-10, 'element': 'Fe'}, {'x': 0, 'y': 3.722370125e-10, 'z': 3.722370125e-10, 'element': 'Fe'}, {'x': 2.586368351011602e-10, 'y': 2.586368351011602e-10, 'z': 2.586368351011602e-10, 'element': 'Na'}, {'x': 4.858371898988397e-10, 'y': 4.858371898988397e-10, 'z': 4.858371898988397e-10, 'element': 'Na'}, {'x': 6.308738476011602e-10, 'y': 1.1360017739883973e-10, 'z': 4.858371898988397e-10, 'element': 'Na'}, {'x': 1.1360017739883973e-10, 'y': 6.308738476011602e-10, 'z': 2.586368351011602e-10, 'element': 'Na'}, {'x': 4.858371898988397e-10, 'y': 6.308738476011602e-10, 'z': 1.1360017739883973e-10, 'element': 'Na'}, {'x': 2.586368351011602e-10, 'y': 1.1360017739883973e-10, 'z': 6.308738476011602e-10, 'element': 'Na'}, {'x': 1.1360017739883973e-10, 'y': 4.858371898988397e-10, 'z': 6.308738476011602e-10, 'element': 'Na'}, {'x': 6.308738476011602e-10, 'y': 2.586368351011602e-10, 'z': 1.1360017739883973e-10, 'element': 'Na'}]}, 'natoms': 12, 'element': {'Na': 8, 'Fe': 4}}]",PN_CFBYVTGSORFVECDSGSWJ5GNXEIDYLC5F,"{'reference': {'Na': 'https://nomad-lab.eu/prod/rae/gui/entry/id/ANn_TqXdRYm4bpJCvHC9sg/fZBjCAvL-C0KpykVeDkglk4DiMJE', 'Fe': 'https://nomad-lab.eu/prod/rae/gui/entry/id/287sI9_oSguef6cQl5_HXg/uv45-FAwcp05wlvr2QydJ3AkRZeu'}, 'value_per_atom': 1.6371448910768656, 'value': 19.645738692922386}"
PtSm,Pm-3m,"[{'data': {'a': [2.496006e-10, 2.496006e-10, 0], 'b': [0, 4.992011e-10, 0], 'c': [0, 0, 3.592993e-10], 'atoms': [{'x': 0, 'y': 0, 'z': 0, 'element': 'Pt'}, {'x': 2.496006e-10, 'y': 4.99201619249034e-10, 'z': 1.7964898888928803e-10, 'element': 'Sm'}]}, 'natoms': 2, 'element': {'Pt': 1, 'Sm': 1}}]",PN_56FOS35LNYTSZQQON5QSVO37GCNDGZ6X,"{'reference': {'Pt': 'https://nomad-lab.eu/prod/rae/gui/entry/id/0-sUPGbCT4WTrNYF4-xkZQ/p77us0Iv8qkLqTvlRwxxb9fQSrAo', 'Sm': 'https://nomad-lab.eu/prod/rae/gui/entry/id/0-sUPGbCT4WTrNYF4-xkZQ/_QRJJknIDoDicf-YE5iLlQPtC5ne'}, 'value_per_atom': -1.2893512592068017, 'value': -2.5787025184136034}"
Cr4Sr5,I4/mmm,"[{'data': {'a': [-5.26050639e-10, 5.26050639e-10, 2.69647167e-10], 'b': [5.26050639e-10, -5.26050639e-10, 2.69647167e-10], 'c': [5.26050639e-10, 5.26050639e-10, -2.69647167e-10], 'atoms': [{'x': -2.4838086209958477e-26, 'y': 6.742242062522036e-10, 'z': -1.1220228608865581e-26, 'element': 'Cr'}, {'x': 2.340974502223062e-27, 'y': 3.7787707174779646e-10, 'z': -3.748196057551655e-27, 'element': 'Cr'}, {'x': 3.7787707174779646e-10, 'y': 2.340974502223062e-27, 'z': -3.748196057551655e-27, 'element': 'Cr'}, {'x': 6.742242062522036e-10, 'y': -2.4838086209958477e-26, 'z': -1.1220228608865581e-26, 'element': 'Cr'}, {'x': 0, 'y': 0, 'z': 0, 'element': 'Sr'}, {'x': -1.871245238923962e-10, 'y': 1.871245238923962e-10, 'z': 2.69647167e-10, 'element': 'Sr'}, {'x': 1.8712452389239618e-10, 'y': -1.8712452389239618e-10, 'z': 2.69647167e-10, 'element': 'Sr'}, {'x': 3.389261098470974e-10, 'y': 3.389261098470974e-10, 'z': 2.696471662814312e-18, 'element': 'Sr'}, {'x': 1.8712452915290257e-10, 'y': 1.871245291529026e-10, 'z': 2.696471643035284e-10, 'element': 'Sr'}]}, 'natoms': 9, 'element': {'Cr': 4, 'Sr': 5}}]",PN_TXYJDUBC2VVQEK6PVTCQ2TCJONKITHPA,"{'reference': {'Cr': 'https://nomad-lab.eu/prod/rae/gui/entry/id/WHxcrFh6QWqSn5mGUr5mBg/Xf06z3W_uXiss4I1OdzRpCsLCWOj', 'Sr': 'https://nomad-lab.eu/prod/rae/gui/entry/id/CPX8DdIcSHGs-SRkG5ebRQ/9CyQcCUbCgpVbqUi9LKvMkTBuex3'}, 'value_per_atom': 0.8411270269282158, 'value': 7.570143242353943}"
CeSb,P-6m2,"[{'data': {'a': [4.3355926900000006e-10, -1.2e-17, 0], 'b': [-2.16779705e-10, 3.75466272e-10, 0], 'c': [0, 0, 4.1656663800000003e-10], 'atoms': [{'x': 2.1677982994736623e-10, 'y': 1.2515576017740444e-10, 'z': 3.1242497850000003e-10, 'element': 'Ce'}, {'x': -2.659473661889851e-16, 'y': 2.5031049982259555e-10, 'z': 1.0414165950000001e-10, 'element': 'Sb'}]}, 'natoms': 2, 'element': {'Ce': 1, 'Sb': 1}}]",PN_CMZGAVG6M63RGRR4V7CEOZAR3KDI3DH5,"{'reference': {'Ce': 'https://nomad-lab.eu/prod/rae/gui/entry/id/hXjxFrSARi6vr8ZsckYj7Q/JsXn10Mg3mjkr_2RS8rOekFmtBq9', 'Sb': 'https://nomad-lab.eu/prod/rae/gui/entry/id/F6FpfGPiRSaYxoQqgfNL3A/A9G6BTbGfb_JlS9fJXXJ9cAqbhWC'}, 'value_per_atom': -1.0332635248915611, 'value': -2.0665270497831223}"
Nb2W6,Pmmn,"[{'data': {'a': [5.25822571e-10, 0, 0], 'b': [0, 4.83933653e-10, 0], 'c': [0, 0, 5.33621243e-10], 'atoms': [{'x': 0, 'y': 0, 'z': 3.4212781275622024e-10, 'element': 'Nb'}, {'x': 2.629112855e-10, 'y': 2.419668265e-10, 'z': 1.914934302437798e-10, 'element': 'Nb'}, {'x': 0, 'y': 2.419668265e-10, 'z': 1.8312727370632636e-10, 'element': 'W'}, {'x': 2.629112855e-10, 'y': 0, 'z': 3.504939692936737e-10, 'element': 'W'}, {'x': 1.3290100805848765e-10, 'y': 0, 'z': 7.749421117749975e-11, 'element': 'W'}, {'x': 3.929215629415123e-10, 'y': 0, 'z': 7.749421117749975e-11, 'element': 'W'}, {'x': 3.9581229355848764e-10, 'y': 2.419668265e-10, 'z': 4.5612703182250027e-10, 'element': 'W'}, {'x': 1.3001027744151233e-10, 'y': 2.419668265e-10, 'z': 4.5612703182250027e-10, 'element': 'W'}]}, 'natoms': 8, 'element': {'Nb': 2, 'W': 6}}]",PN_BPGTW25URYPIGNDEHBGETRZ3IAHCGO54,"{'reference': {'Nb': 'https://nomad-lab.eu/prod/rae/gui/entry/id/FsjvRjUORt2wbpq8ej5bOA/861X4hlRjiSg-bvBzuNmZtnnHOYr', 'W': 'https://nomad-lab.eu/prod/rae/gui/entry/id/JriGWVUJSX2Vkeya5zzAPw/dcAjiz1dsca03eeBAM-fTgQjR8M_'}, 'value_per_atom': 0.37008034385891797, 'value': 2.9606427508713438}"
