file_name,formula,space_group,value_per_atom,composition,HHI_P,HHI_R
300_Ag2Ca4,Ag2Ca4,I4/mcm,-0.2481122537202737,Ca2Ag,2351.02843144659,1442.63068264617
302_CuK,CuK,Pm-3m,0.4781945344055849,KCu,1638.091058149357,3671.190314513324
303_Sb3Ge,Sb3Ge,Immm,0.2660213422478197,GeSb3,7468.72488125685,3151.187431494337
304_AlCu5,AlCu5,Cmmm,-0.1362652104227132,AlCu5,1600.0,1460.863598141243
305_Au3Ga,Au3Ga,P4/mmm,-0.0390593413436333,GaAu3,1564.381857827966,1094.987198192084
307_NbW3,NbW3,Pmm2,0.4627843224115704,NbW3,7216.253670434782,4948.761011304348
308_Na4Pb,Na4Pb,Im-3m,-0.0642697687374035,Na4Pb,2208.172959990177,1400.390529992019
309_Fe16Pd8,Fe16Pd8,Fd-3m,0.2678129794078536,Fe2Pd,2790.335151987529,4620.265003897116
310_Ba6Sn2,Ba6Sn2,Cmcm,-0.1445053251641583,Ba3Sn,2910.524203349972,2143.417355862451
311_Fe3Pd,Fe3Pd,Fm-3m,0.0705064552450434,Fe3Pd,2710.766366739063,3963.82252559727
313_AgSn,AgSn,P4/mmm,0.0409468929222187,AgSn,1933.495102353183,1504.785014621883
314_Mo3Ta,Mo3Ta,P4/mmm,-0.1259140954870599,TaMo3,2361.399257986704,5106.996289933517
315_CrNa,CrNa,Cmmm,0.9867061782141312,NaCr,2486.823957613791,2996.283123704824
316_MnW,MnW,F-43m,1.98968045727348,MnW,5757.568171730361,3724.800079504796
317_Fe4W2,Fe4W2,I4/mcm,0.6376702269705253,Fe2W,5261.516597299767,3203.999593949854
318_Sb3Ge,Sb3Ge,Pmmm,0.2645231169142601,GeSb3,7468.72488125685,3151.187431494337
319_GaNa3,GaNa3,P4/mmm,0.0242168552505561,Na3Ga,3311.955405298417,1203.803992594951
320_AuGa3,AuGa3,P4/mmm,-0.044392137011382,Ga3Au,3366.099475763966,1463.520347315357
321_PAs,PAs,Pm-3m,0.552972441845033,AsP,2919.757751052402,4321.743441417198
323_TaYb,TaYb,F-43m,3.229303225683664,YbTa,5819.578127929125,3968.98849757229
324_BaGa4,BaGa4,I4/mmm,-0.469580045886774,BaGa4,4675.151783075737,2031.975714707882
325_Fe5Ir,Fe5Ir,P4/mmm,0.1523481086559973,Fe5Ir,3663.936390902805,4539.454906435999
326_Ba16Ir8,Ba16Ir8,Fd-3m,0.0796746013083324,Ba2Ir,4029.283249548591,5099.650438772167
327_Au2Nb3,Au2Nb3,I4/mmm,-0.1809541178163854,Nb3Au2,4166.252361669694,4231.995732570759
328_Ba2In,Ba2In,I4/mmm,-0.3119255525568878,Ba2In,3088.441274340646,2211.558725659354
329_SnTa,SnTa,F-43m,1.464329287677855,TaSn,2418.845531444059,3532.314331263373
330_FePd3,FePd3,Pm-3m,1.3101389883025163,FePd3,3080.897348742352,7017.403127124405
331_VW2,VW2,I4/mmm,-0.0937538236216634,VW2,6549.751864154135,4190.480183172627
332_FePd2,FePd2,Fm-3m,0.637573661042404,FePd2,3033.723505219868,6628.218918063904
333_K2P2,K2P2,Cmcm,-0.4201608338771931,KP,1832.608179847769,6271.742741065619
334_Ba2Cu,Ba2Cu,I4/mmm,0.0233477096016647,Ba2Cu,2736.947368421052,2149.684210526316
335_Cu3Sb,Cu3Sb,Fm-3m,0.1292163677066637,Cu3Sb,4055.483069673941,2240.542513076268
336_KP3,KP3,Pmmm,0.0163658427781863,KP3,1911.153410222026,5721.92612844582
337_SmYb3,SmYb3,Pm-3m,-0.1239708918231743,Yb3Sm,9500.0,3100.0
339_Na2Pt,Na2Pt,I4/mmm,0.0049673128952048,Na2Pt,4660.760806580271,7459.668849225076
340_Ag2Ge2,Ag2Ge2,Pmmn,0.1739586116285205,AgGe,2849.919505041877,1601.209695736814
341_PtV3,PtV3,I4/mmm,-0.2432882618193055,V3Pt,4533.614010580368,6596.1817546855
342_Ag3Ge,Ag3Ge,Pmmm,0.0800694173601241,Ag3Ge,1951.616551998437,1491.660555121761
343_TaGe3,TaGe3,Cmmm,0.210347076036002,TaGe3,3939.038972002458,3215.595660397623
345_Cu6Pt4,Cu6Pt4,P-1,-0.1122154596063794,Cu3Pt2,4219.902686955713,6605.451389964978
346_Ni4Rh8,Ni4Rh8,Pnma,0.0535778871675454,NiRh2,2711.821050991968,6557.653105203543
347_SmTa,SmTa,P-6m2,0.266372281515423,SmTa,5567.631304151293,4028.475942075389
349_Ga2As2,Ga2As2,P4/nmm,0.2211742613306651,GaAs,4360.465444268228,2987.737530471238
350_FeAs3,FeAs3,Pmm2,0.2431374712098151,FeAs3,3120.888293994009,3482.566182649359
351_Cr3Rh,Cr3Rh,Pm-3m,0.1470079694940231,Cr3Rh,3139.74815155867,5650.17791078813
352_AuP3,AuP3,Cmmm,0.5236402867825065,P3Au,1388.487965113268,2314.222952182664
353_Fe8Pd4,Fe8Pd4,Pa-3,0.8325658894387308,Fe2Pd,2790.335151987529,4620.265003897116
354_CaCr3,CaCr3,Cmmm,0.7352797838408138,CaCr3,3263.528357499478,3568.532838126695
355_Cr3Sr,Cr3Sr,P4/mmm,0.6730755965588244,SrCr3,3495.643333991494,3704.356666008506
356_Ag3Ca,Ag3Ca,P4/mmm,-0.1590576046828498,CaAg3,1497.541317621464,1411.020048800795
357_CeGa3,CeGa3,Fm-3m,-0.2983194587045221,CeGa3,7104.603690396096,2381.381107118828
358_SbGe,SbGe,Cmmm,0.3136889612467888,GeSb,6928.477366255143,2839.506172839506
359_As6Br2,As6Br2,Pm-3n,0.7613573160563023,As3Br,3300.0,4760.568853784831
360_Au3Cr,Au3Cr,P4/mmm,0.0727205118778444,CrAu3,1261.755915760701,1250.721669429087
361_AlTa2,AlTa2,P4/mmm,0.6240335894659429,Ta2Al,2251.431783012288,4536.34396492385
362_Au6Ga10,Au6Ga10,I4/mcm,-0.0879386703295863,Ga5Au3,2732.65778446191,1333.952728639936
364_Ca2Sn,Ca2Sn,I4/mmm,-0.4536710840000347,Ca2Sn,3123.984994921203,1559.693461929138
365_In2Na2,In2Na2,P4/nmm,-0.095822273802697,NaIn,2932.985188859448,1749.762628767805
366_NiAs3,NiAs3,Fm-3m,0.0077896201439395,NiAs3,2823.757576954909,3482.345192342293
367_Al3Rh,Al3Rh,Pmmm,-0.5352493491958317,Al3Rh,2495.559947207822,4918.074769034222
368_CaW3,CaW3,P4/mmm,0.7743857544767856,CaW3,6789.98948610374,4110.313084222733
369_Ba3Sn,Ba3Sn,Immm,-0.3223431693894989,Ba3Sn,2910.524203349972,2143.417355862451
370_WAs2,WAs2,P4/mmm,0.570508179759018,As2W,5338.484406766658,4165.282519467567
371_Ag14Ca4,Ag14Ca4,Cmcm,-0.2682671116525693,Ca2Ag7,1459.114637896425,1409.596838440608
372_Ag4Al8,Ag4Al8,P-1,-0.0227212694995966,Al2Ag,1333.381082158326,1266.618917841674
373_Mn8W16,Mn8W16,Fd-3m,0.2505562964440694,MnW2,6298.029399099606,3975.013610694262
374_Al6Rh6,Al6Rh6,Pmmm,-0.7530327867590891,AlRh,2867.630718004529,6545.884391269816
375_Cu4Sn5,Cu4Sn5,I4/mmm,0.2151247137357125,Cu4Sn5,2300.160663604385,1570.016066360438
376_Mo3Sr,Mo3Sr,Cmmm,0.7041883060347418,SrMo3,2820.083102493075,4763.227146814404
377_Au3Nb,Au3Nb,Pmmm,-0.0381561659350113,NbAu3,2105.412535908005,2059.7591594706
378_CaW3,CaW3,P4/mmm,0.7728979899659549,CaW3,6789.98948610374,4110.313084222733
379_P3As,P3As,Fm-3m,0.6037013122326167,AsP3,2580.293167742599,4608.9827042178
380_MoTa2,MoTa2,I4/mmm,-0.1507586219781795,Ta2Mo,2320.955112811633,4904.775564058168
381_Sb4Ge2,Sb4Ge2,Cmcm,0.2403865894397162,GeSb2,7302.631578947367,3055.364372469635
382_AuNb2,AuNb2,Immm,0.0519616767212696,Nb2Au,4692.185679389182,4786.357878275084
383_Ni3Sm,Ni3Sm,Pm-3m,-0.3299709059681639,SmNi3,4915.142804103171,2236.96805724295
384_CrAs3,CrAs3,I4/mmm,0.5987397938903678,CrAs3,3262.425255879714,4018.787372060143
385_IrPb2,IrPb2,I4/mmm,0.2257577188972366,IrPb2,3587.228020315949,4113.130195823724
387_FePd,FePd,Fm-3m,0.4812580703488791,FePd,2924.672603457308,5728.548978522787
388_IrBr3,IrBr3,P4/mmm,0.6300865230216401,IrBr3,4279.043778028334,7879.043778028334
389_Cr2As4,Cr2As4,I4_1/amd,0.0834798005825246,CrAs2,3248.477724605664,4025.761137697168
390_Pb6As2,Pb6As2,Pmmn,0.28922667106808,AsPb3,2764.539218884239,2036.643802575541
391_Ga2Na,Ga2Na,I4/mmm,-0.0480496307103811,NaGa2,4877.261638367143,1701.855975844091
392_FePd3,FePd3,Fm-3m,-0.0230776675298578,FePd3,3080.897348742352,7017.403127124405
393_Mn6W2,Mn6W2,Pm-3n,0.1746507393824732,Mn3W,4447.337519745751,3118.211814697107
395_Ir2Pb2,Ir2Pb2,P4/nmm,0.3738050343011903,IrPb,4047.482956408966,5313.080564923375
396_Au2Nb2,Au2Nb2,Cmme,-0.1082128533063704,NbAu,3471.753605749531,3499.956503357614
399_Au2Nb2,Au2Nb2,Pmma,-0.0960918000005977,NbAu,3471.753605749531,3499.956503357614
400_Ga3Na,Ga3Na,I4/mmm,-0.0132315287682867,NaGa3,5064.28531583918,1761.363509585194
401_AlGa3,AlGa3,Cmmm,0.0361313760628045,AlGa3,5054.402877233159,1797.169894746114
402_GaNa3,GaNa3,I4/mmm,0.0194563733445729,Na3Ga,3311.955405298417,1203.803992594951
403_Ag3Mn,Ag3Mn,P4/mmm,0.2277962190790639,MnAg3,1258.052159486549,1458.052159486549
404_Au3P,Au3P,Cmmm,0.2363162278525057,PAu3,1144.826459383814,1204.209426081819
406_As4Br,As4Br,Im-3m,0.8804043387066216,As4Br,3300.0,4610.451686870902
425_CsYb,CsYb,P-6m2,0.2133070813367397,CsYb,7979.568567660738,4359.786043938247
444_Al2Pd,Al2Pd,I4/mmm,-0.5890005074909356,Al2Pd,2661.658143568778,5644.754378113404
445_CrW3,CrW3,P4/mmm,0.0467321429249381,CrW3,6663.994398823826,4282.768943529428
452_AgAl2,AgAl2,I4/mmm,0.0093127224340404,Al2Ag,1333.381082158326,1266.618917841674
462_Fe2Pb4,Fe2Pb4,Pnnm,0.4720998800685994,FePb2,2664.372826930643,1752.49710257419
463_Ni3Sb,Ni3Sb,P4/mmm,0.0449342540232127,Ni3Sb,3820.78779157414,2276.738667245053
470_P24As5,P24As5,I-43m,0.2436816057725621,As5P24,2435.599157181486,4731.416097769512
471_Mo3W3,Mo3W3,Cm,-0.0025435217114875,MoW,5422.603474158268,4642.912288226464
472_Ca4P2,Ca4P2,Pnnm,-0.8954120405437109,Ca2P,3370.437561091871,2503.381463194351
473_Ba4Br,Ba4Br,I4/mmm,-0.1948690422078861,Ba4Br,3038.097175514771,2884.156691226486
474_KAs3,KAs3,P4/mmm,0.0965459569694791,KAs3,3062.917664501023,4474.164670997953
479_Ca18Mo6,Ca18Mo6,Pmmn,0.6779185862039393,Ca3Mo,3234.286269394099,3186.474784201615
480_Ag6Al6,Ag6Al6,I4mm,-0.0217492147153629,AlAg,1280.034381616517,1319.965618383483
481_RbW,RbW,P4/mmm,2.187420242882454,RbW,6682.63897295214,4839.513745981365
482_MnMo3,MnMo3,I4/mmm,0.3761156942213759,MnMo3,2271.774166526128,4739.011978551809
483_Fe2Ga,Fe2Ga,I4/mmm,-0.1236527609692442,GaFe2,3591.432256784244,1592.166493029717
484_Mn3Sn,Mn3Sn,P4/mmm,0.2206086726667848,Mn3Sn,2018.69451431357,1716.261097137286
485_PI,PI,R-3m,0.6799114991940689,PI,4331.055765813237,4858.856300088286
488_Ga2Sr,Ga2Sr,P6/mmm,-0.531548045592905,SrGa2,4998.357305805361,2324.466895087772
489_In2Br2,In2Br2,Cmcm,-0.8172334018909813,InBr,3300.0,4010.710654163372
490_Cu5Ge,Cu5Ge,P4/mmm,0.0655166744716565,Cu5Ge,2288.495529881907,1574.431949176422
491_Ag2Al2,Ag2Al2,P4/nmm,-0.0136965697181792,AlAg,1280.034381616517,1319.965618383483
492_MoW3,MoW3,P4/mmm,-0.0002471644391786,MoW3,6318.376424798443,4448.179038087294
493_Fe3Na,Fe3Na,Fm-3m,1.1195761482720776,NaFe3,2243.134831355823,1291.401037092493
498_Ge4Br5,Ge4Br5,I4/mmm,0.2780708243690522,Ge4Br5,4142.105263157895,4794.736842105263
499_Cu2Ga4,Cu2Ga4,Pnnm,0.0312333231286986,Ga2Cu,4279.117403641523,1774.781272168362
500_CuGe2,CuGe2,I4/mmm,0.1805051598397303,CuGe2,4174.085602367521,1778.279524580273
501_FeSb3,FeSb3,Immm,0.3358709608334767,FeSb3,7170.650044523599,3134.781834372217
502_In5Sn,In5Sn,P4/mmm,-0.006264214339336,In5Sn,3180.05629330254,1931.460739030023
503_Sn2W,Sn2W,P4/mmm,0.537531149489921,Sn2W,4520.18231021222,2778.293690357499
506_MnRh,MnRh,Pm-3m,-0.1937437766726706,MnRh,2643.113926515019,5842.066465245696
507_Ba2Pd4,Ba2Pd4,Cmcm,-0.2163654657637609,BaPd2,3121.564853341405,5764.598320230061
508_Ba3Sb,Ba3Sb,P4/mmm,-0.4907969730717179,Ba3Sb,4117.815569723893,2550.93818912169
510_Ga2P,Ga2P,Fm-3m,0.1252236395168893,Ga2P,4863.875610857853,2481.599441501391
511_AgP,AgP,Pm-3m,0.4563419294753772,AgP,1378.469169140667,2225.419907275583
516_Ba2Cu4,Ba2Cu4,I4/mcm,0.1950184329572829,BaCu2,2327.095254123191,1915.483002356109
517_AlNi,AlNi,P-6m2,-0.4930291561301398,AlNi,1188.957511082477,1342.53540743127
518_CaPb5,CaPb5,Amm2,-0.1095779331682044,CaPb5,2744.693414417914,1788.826646395522
519_Ag4Al,Ag4Al,I4/m,-0.0485466401328874,AlAg4,1223.541309420166,1376.458690579834
520_V2Br2,V2Br2,I4_1/amd,0.6952620889988701,VBr,3300.0,5537.360474758399
521_CuGe,CuGe,P4/mmm,0.1750219402579942,CuGe,3573.536193147606,1713.355264124066
523_In2Sn,In2Sn,P4/mmm,0.0836835249385252,In2Sn,3061.452693586262,1863.687253477864
524_In2Sn4,In2Sn4,C2/m,-0.0003308860237745,InSn2,2828.176971252392,1730.386840715652
525_MnBr8,MnBr8,I4/mmm,0.0470076085075885,MnBr8,3165.458503758975,6496.375511276923
526_GeP,GeP,P-6m2,0.3757062883912843,GeP,4313.515071482493,2856.591445835158
527_Ca3Pb,Ca3Pb,Immm,-0.2743955233667527,Ca3Pb,3140.640861975238,1689.839784506191
528_IrTa3,IrTa3,Immm,-0.316739098636301,Ta3Ir,3136.794090892964,5924.44205963742
529_AlPd3,AlPd3,P4/mmm,-0.60903041698508,AlPd3,3075.316919123695,7454.511521166166
530_AuNb,AuNb,F-43m,1.243237284066657,NbAu,3471.753605749531,3499.956503357614
531_Pb3Ta,Pb3Ta,I4/mmm,0.7059161694290506,TaPb3,2609.813291139714,2476.400316452147
532_AlPd,AlPd,P4/mmm,-0.2299419746504174,AlPd,2876.387077592522,6584.193464467283
533_Ga12P17,Ga12P17,I-43m,0.0434574895154503,Ga12P17,4148.108608828295,3136.014986214131
534_Ni2Sb2,Ni2Sb2,P4/nmm,-0.0458101554117664,NiSb,5655.739376481684,2782.015190625391
535_MoTa2,MoTa2,I4/mmm,-0.1505603280492735,Ta2Mo,2320.955112811633,4904.775564058168
536_KSn3,KSn3,P4/mmm,-0.1798566029982073,KSn3,2510.966724801842,2153.984823455203
537_Fe2Ga2,Fe2Ga2,I4_1/amd,0.124064853796499,GaFe,4121.308772935779,1677.630447247706
538_As3Br,As3Br,P4mm,0.0974852308422016,As3Br,3300.0,4760.568853784831
540_V2Br,V2Br,I4/mmm,0.4320593342627887,V2Br,3300.0,4938.415838316272
542_Fe12Mo17,Fe12Mo17,I-43m,0.1109067026742717,Fe12Mo17,2400.0,4164.228723404256
543_Sr4Br8,Sr4Br8,Pnma,-2.1555202848237465,SrBr2,3618.710897715699,5518.91944323197
544_Mn4Sb5,Mn4Sb5,I4/mmm,0.6126234421869883,Mn4Sb5,6229.086848821035,2975.641104462485
545_Ba2Pd4,Ba2Pd4,Cmcm,-0.4201277691933628,BaPd2,3121.564853341405,5764.598320230061
546_As4Br,As4Br,I4/mmm,0.0467358917197771,As4Br,3300.0,4610.451686870902
547_AgAl3,AgAl3,I4/mmm,0.032289277011491,Al3Ag,1371.481189890713,1228.518810109287
548_CuIr,CuIr,F-43m,1.7455088971045418,CuIr,4531.019342125327,7211.730000039099
549_FeNa,FeNa,Pm-3m,1.1342721190919105,NaFe,2020.894431011139,1137.542298392327
551_Ca12P12,Ca12P12,Pbcm,-0.942817899372234,CaP,3071.728523776793,3069.356481265025
552_Fe17Pb12,Fe17Pb12,I-43m,1.2324810144787373,Fe17Pb12,2617.104487646856,1689.472650195808
553_Al8Sn4,Al8Sn4,Pnma,0.1639814527707136,Al2Sn,2287.48412853327,1412.490477119962
554_K8As,K8As,I4/mmm,-0.0518674954251389,K8As,2009.187739226428,6581.624521547143
555_In2Sn4,In2Sn4,C2/m,0.0015668598982495,InSn2,2828.176971252392,1730.386840715652
556_Ir4Ta2,Ir4Ta2,Pnnm,-0.1360535071058433,TaIr2,4475.854663046506,7723.804703468742
557_V2Br,V2Br,I4/mmm,0.4419066354074476,V2Br,3300.0,4938.415838316272
558_K2Sn,K2Sn,I4/mmm,-0.0292190013714626,K2Sn,2242.587196163054,3823.901890540998
560_Ir4As12,Ir4As12,Im-3,-0.42536219858306,As3Ir,4314.138746583184,6350.958003442836
561_Ag4Al3,Ag4Al3,I4/mmm,-0.0150315622136787,Al3Ag4,1263.186467363626,1336.813532636374
562_Mo2W4,Mo2W4,C2/m,-0.0005864744588208,MoW2,6048.091109097969,4506.936715413485
563_CsNi,CsNi,Amm2,1.1901183413278558,CsNi,4468.32589501545,4621.493305513904
564_Ba2As4,Ba2As4,I4_1/amd,-0.7628909404239513,BaAs2,3156.537690888539,3187.046915035055
565_BaBr2,BaBr2,I4/mmm,-2.1246359399750907,BaBr2,3161.348881821395,4774.016187928046
566_NaPd3,NaPd3,Cmmm,0.0354355352941269,NaPd3,3058.937770536515,7496.206323344698
567_K3Na,K3Na,P4/mmm,0.0088293019136178,K3Na,1601.67235209096,6102.007931682384
568_AsBr4,AsBr4,Im-3m,0.0827368421497677,AsBr4,3300.0,6349.298013674742
569_CuNi,CuNi,P-6m2,0.0094961468601439,CuNi,1311.909253481283,1500.0
570_Cr2Ta2,Cr2Ta2,Imma,0.0133151772221342,TaCr,2478.570315489587,4643.750973946611
571_Ba2V,Ba2V,I4/mmm,0.6647424311657275,Ba2V,3046.936920196993,2472.102040722307
572_Ni2Sn2,Ni2Sn2,P4/nmm,-0.0386517674134507,NiSn,2070.64464378924,1566.915290236828
573_Fe3Ga,Fe3Ga,P4/mmm,-0.081774550841752,GaFe3,3310.996889462104,1546.934982171307
574_Ag2Al,Ag2Al,I4/mmm,-0.0620567473526894,AlAg2,1244.465668678022,1355.534331321978
576_CrNa,CrNa,Cmmm,0.9901028503581726,NaCr,2486.823957613791,2996.283123704824
577_Ba3Ir,Ba3Ir,Fm-3m,0.338428116950626,Ba3Ir,3795.339441706195,4463.323281440853
578_Cu5Ge4,Cu5Ge4,I4/mmm,0.1404388175606143,Cu5Ge4,3367.367538509593,1691.066760919956
579_K4As2,K4As2,I4_1/amd,-0.1232630861551378,K2As,2482.889036051887,5634.221927896227
580_SmBi,SmBi,P-6m2,-1.0609019344514443,SmBi,7057.419983948367,4786.543344416603
581_BaPd3,BaPd3,Immm,-0.1696675891449359,BaPd3,3139.846294353541,6285.619389075904
582_InBr3,InBr3,Immm,-0.5541793780190627,InBr3,3300.0,5313.087185851691
583_InBr5,InBr5,Amm2,-0.2712177359377226,InBr5,3300.0,5806.150819111168
584_Ba3Fe,Ba3Fe,P4/mmm,0.912948127235126,Ba3Fe,2928.377217170486,2192.565825755729
585_AuNi,AuNi,F-43m,0.9641375582202292,NiAu,1077.042397278864,1114.788013605681
586_AuSr,AuSr,Pm-3m,-0.7391766903276662,SrAu,2054.44419936768,1615.770451204955
588_Ag4Al4,Ag4Al4,P1,-0.0205140921578426,AlAg,1280.034381616517,1319.965618383483
589_Ni2P6,Ni2P6,I4/mmm,0.3413307033604384,NiP3,1612.877871210972,3706.3603363595
590_Sb4Ge2,Sb4Ge2,Cmcm,0.2864570294892138,GeSb2,7302.631578947367,3055.364372469635
591_AlPd,AlPd,P-6m2,-0.769562325120063,AlPd,2876.387077592522,6584.193464467283
592_InSb,InSb,Fm-3m,-0.1304174171677101,InSb,5667.489791950224,2720.540371463112
593_Ba2Br4,Ba2Br4,I4/mcm,-2.1866423000315485,BaBr2,3161.348881821395,4774.016187928046
594_AlP2,AlP2,I4/mmm,0.0056815618477751,AlP2,1878.63792640495,3856.038745650738
595_Fe2Ga2,Fe2Ga2,P4/nmm,0.0474305641048955,GaFe,4121.308772935779,1677.630447247706
596_Cr6Ta18,Cr6Ta18,Pmmn,0.2734942512328213,Ta3Cr,2369.92955783351,4738.811636895679
597_Cu6Pt5,Cu6Pt5,P-1,-0.1221253059125608,Cu6Pt5,4403.972297404871,6964.151143660776
598_K2Ge2,K2Ge2,Imma,-0.1488017230705125,KGe,4040.325564287267,3754.520697021522
599_Ag2Na,Ag2Na,Immm,-0.0121683720273303,NaAg2,1190.369816032596,1313.328344293365
600_Ni4Ta4,Ni4Ta4,P2_13,0.0027783047602145,TaNi,1981.60151706751,3991.757697171372
601_VGe3,VGe3,P4/mmm,0.1048692303345815,VGe3,4921.057682115141,2184.206738413644
602_W2As2,W2As2,P4/nmm,0.3709171496726551,AsW,5928.705341132533,4213.138270902638
603_CrP7,CrP7,Fm-3m,0.6510238187764203,CrP7,2212.771816946533,4906.571075503152
604_Cu4Ni2,Cu4Ni2,Fd-3m,0.2141543813091626,Cu2Ni,1410.447753160367,1500.0
605_Fe4Mo16,Fe4Mo16,I-43m,0.753637950687812,FeMo4,2400.0,4804.565462176272
607_NaI,NaI,F-43m,-1.3156962778764316,NaI,4317.181582937215,4140.494949113165
608_Au2P,Au2P,I4/mmm,0.3116512668179887,PAu2,1165.605867544161,1298.871174367844
609_GaP2,GaP2,Fm-3m,0.4456024952488941,GaP2,3853.341906651787,3405.515971061222
610_CuNi4,CuNi4,Im-3m,0.8709995730334945,CuNi4,1127.8078946204,1500.0
611_BaTa3,BaTa3,P4/mmm,1.209436450673138,BaTa3,2441.330563753825,4295.247986593482
612_NiTa2,NiTa2,Fm-3m,0.3244954078270427,Ta2Ni,2118.584435224151,4339.483566338229
613_IrAs,IrAs,Fm-3m,0.2667370160346731,AsIr,4882.988755649689,7669.655751733369
614_Ge18P6,Ge18P6,Pmmn,0.3569418465741094,Ge3P,4889.329142768954,2298.226285799803
615_Au12Sr17,Au12Sr17,I-43m,-0.3497568575971653,Sr17Au12,2298.392844411678,1773.156673813986
618_TaGe4,TaGe4,I4/m,0.177546213788969,TaGe4,4148.707173250212,3012.916399191462
619_Pd2Rh2,Pd2Rh2,P4/nmm,0.0335179686465618,PdRh,3200.0,8000.0
620_K2As2,K2As2,P4/nmm,0.3860607131950981,KAs,2751.347703339505,5097.304593320991
621_V3Br,V3Br,I4/mmm,0.5547448324913553,V3Br,3300.0,4601.67491304245
622_Fe2Pb2,Fe2Pb2,Fd-3m,1.216375423914755,FePb,2636.309376722614,1715.079168963485
623_K2As2,K2As2,Imma,-0.3857350325807225,KAs,2751.347703339505,5097.304593320991
624_Fe5As3,Fe5As3,Cmmm,0.0406293060694071,Fe5As3,2801.37383732766,2559.524418946574
625_AsBr3,AsBr3,P4/mmm,0.1837854807495578,AsBr3,3300.0,6209.442348178961
626_AgAl2,AgAl2,I4/mmm,0.0462782463932066,Al2Ag,1333.381082158326,1266.618917841674
627_AuIr,AuIr,F-43m,1.8220014981525097,IrAu,3273.151354187823,5000.574083845764
629_AlP,AlP,P4/mmm,0.0679904561148392,AlP,1813.776905161976,3191.213277910252
630_P4As,P4As,Im-3m,0.812091334973811,AsP4,2489.888955375608,4685.478576220639
631_SrW,SrW,Pm-3m,1.9972426006473425,SrW,6096.235172769469,3880.394901642967
633_Fe4V12,Fe4V12,Pnma,0.0347610532886228,V3Fe,3059.138254512519,2864.751676694485
636_Pd3Sb,Pd3Sb,Pmm2,-0.3289871844330214,SbPd3,4497.610085710399,6729.998639517482
637_KAs2,KAs2,I4/mmm,-0.2475392953244745,KAs2,2968.906619244581,4662.186761510839
638_Ta2V2,Ta2V2,Cmcm,0.3131622498215911,TaV,2519.680176815342,4492.447752458522
639_Ni2P2,Ni2P2,P4/nmm,-0.165174269500933,NiP,1345.430381748895,2743.549374296022
640_SrW,SrW,Pm-3m,1.9908134049990984,SrW,6096.235172769469,3880.394901642967
641_Al6Rh6,Al6Rh6,I4/mmm,-0.7913171802790396,AlRh,2867.630718004529,6545.884391269816
642_As4Br16,As4Br16,I-43m,-0.046800421294947,AsBr4,3300.0,6349.298013674742
643_Al4Pb8,Al4Pb8,Pnma,0.190216711141165,AlPb2,2632.757286237798,1751.096208172944
645_CaBr3,CaBr3,Immm,-1.3581370482902582,CaBr3,3385.94588798742,6126.487008113229
646_Al3Sb,Al3Sb,Cmmm,0.1732711125575723,Al3Sb,5384.265084307962,2441.624794022081
648_CrTa,CrTa,F-43m,2.4750764616864167,TaCr,2478.570315489587,4643.750973946611
650_Mo5P24,Mo5P24,I-43m,0.4231915241768708,Mo5P24,2156.883869948118,5178.441934974059
651_Mo4P8,Mo4P8,Pa-3,0.2062202022958482,MoP2,2243.059103263916,5221.529551631958
652_AlP4,AlP4,I4/m,0.0369338508014443,AlP4,1928.467261334503,4366.789428678658
653_NaP,NaP,P-6m2,0.1240933747896404,NaP,1616.57823605646,3140.288762066351
654_Al2In4,Al2In4,Cmcm,0.1587686536238752,AlIn2,3121.256895104519,1894.856997120305
655_PdRh2,PdRh2,I4/mmm,0.0668231722260811,PdRh2,3200.0,8000.0
656_CrSb,CrSb,F-43m,0.450704512349529,CrSb,6463.611407023984,3609.473336475668
658_AgAl5,AgAl5,P4/mmm,-0.0043263235933051,Al5Ag,1422.275270139775,1177.724729860226
659_Ce4Fe34,Ce4Fe34,P6_3/mmc,0.018078707394174,Ce2Fe17,4018.129517232069,1787.439461872467
660_Al3Ca,Al3Ca,Fm-3m,-0.0211971321280866,CaAl3,2361.670861191219,1165.580621998091
662_AgAl2,AgAl2,Immm,0.0076579922915721,Al2Ag,1333.381082158326,1266.618917841674
663_Ni2Sn,Ni2Sn,I4/mmm,-0.1294440506136401,Ni2Sn,1804.483584699157,1550.280224043697
664_Al3Pd,Al3Pd,P4/mmm,-0.4002240771260617,Al3Pd,2508.773512399773,4975.884116749006
665_AsBr4,AsBr4,Im-3m,0.0831803890341781,AsBr4,3300.0,6349.298013674742
666_Ag3Ta,Ag3Ta,Fm-3m,0.4492187079928644,TaAg3,1594.493488566343,2619.343510114151
668_MoSn,MoSn,P-6m2,0.2023255626539493,SnMo,2510.607966457023,3253.752620545074
669_Cr8Nb,Cr8Nb,I4/mmm,0.2756917005872579,NbCr8,4085.88901899283,4958.088590604871
672_Ba2Ta4,Ba2Ta4,Cmcm,0.787986574164344,BaTa2,2492.557126201538,4112.295977851652
673_Fe3Ga,Fe3Ga,I4/mmm,-0.1088279660592226,GaFe3,3310.996889462104,1546.934982171307
674_Fe2Ir,Fe2Ir,I4/mmm,0.0969417910180017,Fe2Ir,4360.707387457347,6270.144155942443
675_AlRh3,AlRh3,Pmmm,-0.4132671229453981,AlRh3,3071.400911545272,7437.378988010566
